source,codice,denominazione,categoria,sottocategoria,rito,fase_processuale,termine,giorni,mesi,anni,decorrenza,natura,norma,criticita,classificazione_import,calcolabile_automaticamente,direction,matter_type,term_rule_code,nota_import
pct\data\legal_knowledge_base.full.json,411660,Sequestro dei beni del coniuge separato (art. 156 c.c.),Volontaria giurisdizione,Cause in materia di famiglia,Procedimento cautelare o istruzione preventiva,impugnazione,Reclamo contro provvedimento cautelare,15,,,"Dalla pronuncia in udienza, comunicazione o notificazione del provvedimento",termine di reclamo,c.p.c. art. 669-terdecies,Verificare decorrenza concreta e rito speciale eventualmente prevalente.,calcolabile_giorni,True,forward,admin,GP_TERM_C15FBAB42F0C,Importabile come template giorni se evento generatore e' valorizzato.
pct\data\legal_knowledge_base.full.json,411660,Sequestro dei beni del coniuge separato (art. 156 c.c.),Volontaria giurisdizione,Cause in materia di famiglia,Procedimento cautelare o istruzione preventiva,notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_B7C97D950705,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411660,Sequestro dei beni del coniuge separato (art. 156 c.c.),Volontaria giurisdizione,Cause in materia di famiglia,Procedimento cautelare o istruzione preventiva,notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_706850B6FB1E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411670,Fondo solidarietà ex L. 208/2015,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_3ADD01D03AB7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411670,Fondo solidarietà ex L. 208/2015,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_79D6EB96D6C0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411670,Fondo solidarietà ex L. 208/2015,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_8E7ADC37D7DE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411671,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_CA8F3621BBED,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411671,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_B9D19CCA1DA3,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411671,Separazione consensuale e divorzio congiunto (Cessazione effetti civili),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_3A53BC41C1D5,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411672,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_43C14CBB71AF,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411672,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_3BBF5D3EBD49,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411672,Separazione consensuale e divorzio congiunto (Scioglimento matrimonio),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_F2320129EB9E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411673,Modifica delle condizioni di separazione (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_3FDC9DF79B60,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411673,Modifica delle condizioni di separazione (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_BE5342FC1462,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411673,Modifica delle condizioni di separazione (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_057DB8EAEA1F,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411674,Divorzio congiunto - Cessazione effetti civili,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_F8C9908A7BD7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411674,Divorzio congiunto - Cessazione effetti civili,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_28374580F919,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411674,Divorzio congiunto - Cessazione effetti civili,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_973D36F2B3FE,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411675,Modifica delle condizioni di divorzio (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_D8DB4F121F5A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411675,Modifica delle condizioni di divorzio (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_0393774E0E59,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411675,Modifica delle condizioni di divorzio (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_A67D6A5AFD3C,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411676,Divorzio congiunto - Scioglimento matrimonio,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_9E09C28E58B2,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411676,Divorzio congiunto - Scioglimento matrimonio,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_6D796ABDC3A8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411676,Divorzio congiunto - Scioglimento matrimonio,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_1BC243FE74F6,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411677,Regolamentazione dell'esercizio della responsabilità genitoriale (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_FF8D0C1D8C9A,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411677,Regolamentazione dell'esercizio della responsabilità genitoriale (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_CA36F9839BF7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411677,Regolamentazione dell'esercizio della responsabilità genitoriale (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_1C0A8D795A05,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411678,Modifica condizioni regolamentaz. esercizio responsabilità genitoriale (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_0B880A26D4C0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411678,Modifica condizioni regolamentaz. esercizio responsabilità genitoriale (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_2391E1A178AA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411678,Modifica condizioni regolamentaz. esercizio responsabilità genitoriale (ricorso congiunto),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_CF729E39FFF3,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411679,Fondo patrimoniale (artt. 167 e ss. c.c.),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_48970D3AA39E,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411679,Fondo patrimoniale (artt. 167 e ss. c.c.),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_992AD94EEC05,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411679,Fondo patrimoniale (artt. 167 e ss. c.c.),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_D6DBDCF01AC8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411680,Sostituzione dell'amministratore del patrimonio familiare,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_461C4B61B251,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411680,Sostituzione dell'amministratore del patrimonio familiare,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_3A1F622ECADA,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411680,Sostituzione dell'amministratore del patrimonio familiare,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_4FC735F1BAB9,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411681,Stato civile (rettifica del nome e altri atti dello Stato civile),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_8EF06A2E510B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411681,Stato civile (rettifica del nome e altri atti dello Stato civile),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_D236997CBEB7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411681,Stato civile (rettifica del nome e altri atti dello Stato civile),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_11435497FDB4,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411682,Dichiarazione di assenza o di morte presunta (COLLEGIO),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_CD454C398C20,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411682,Dichiarazione di assenza o di morte presunta (COLLEGIO),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_C234211B7BC0,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411682,Dichiarazione di assenza o di morte presunta (COLLEGIO),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_F33A03192B6B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411683,Adozione di maggiorenni,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_83AC9D01544B,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411683,Adozione di maggiorenni,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_DD9FAAACF9E8,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411683,Adozione di maggiorenni,Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_0334628DE227,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411684,Esecutorieta sentenza Sacra Rota nullita di matrimonio (L. 121/85),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini assegnati nel decreto di fissazione udienza,,,,Dalla comunicazione o notificazione del decreto,termine di rito famiglia,c.p.c. artt. 473-bis ss.,Nel rito famiglia i termini dipendono dal provvedimento e dalla fase: leggere sempre il decreto.,manual_review,False,forward,admin,GP_TERM_4E5C8D44C862,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411684,Esecutorieta sentenza Sacra Rota nullita di matrimonio (L. 121/85),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,"Presidio preliminare di prescrizione, decadenza e condizioni di procedibilità",,,,Dall'evento sostanziale indicato nel fascicolo o dalla comunicazione/notifica rilevante,presidio preliminare,c.c. artt. 2934 ss. e 2964 ss.; rito speciale applicabile,"Non è una scadenza automatica unica: Lex e Guida devono chiedere evento, data, materia e rito prima di calcolare.",manual_review,False,forward,admin,GP_TERM_2236B446F6D7,Richiede verifica professionale prima di calcolo automatico.
pct\data\legal_knowledge_base.full.json,411684,Esecutorieta sentenza Sacra Rota nullita di matrimonio (L. 121/85),Volontaria giurisdizione,Cause in materia di famiglia,"Procedimenti in materia di persone, minorenni e famiglie",notifica,Termini fissati dal giudice o dalla cancelleria nel provvedimento di trattazione,,,,"Dalla comunicazione, notificazione o conoscenza legale del provvedimento",termine di fase,c.p.c. art. 155 e disposizioni del rito applicabile,Deve essere letto dal provvedimento concreto e non dedotto solo dal codice oggetto.,manual_review,False,forward,admin,GP_TERM_E625627CC9CB,Richiede verifica professionale prima di calcolo automatico.
